,"activity, %"
Actin_BR,15
Actin_ST,67
Arp2_3,15
CP,49
Cdc42,49
Cofilin,41
Coronin,44
Cortactin,0
Dia1,51
Dia2,100
Ena_Vasp,68
IRSp53,49
LIMK,56
PAK,49
PIP2,51
PKD,0
Profilin,67
ROCK,79
ROCK_,79
Rac1,0
RhoA,100
SSH,44
Thymosin,35
WASP,55
WAVE,0
