,"activity, %"
ARHGAP22,52
Actin_BR,33
Actin_ST,37
Arp2_3,33
CP,51
Cdc42,48
Cofilin,18
Coronin,0
Cortactin,0
Dia1,26
Dia2,52
Ena_Vasp,100
IRSp53_Cdc42,48
IRSp53_Rac1,0
LIMK,100
NET1,52
PAK,48
PIP2,49
PKD,52
Profilin,50
ROCK,52
ROS,0
Rac1,0
RhoA,52
SSH,0
Thymosin,50
WASP,50
WAVE,0
