,"activity, %"
Actin_BR,53
Actin_ST,63
Arp2_3,53
CP,49
Cdc42,50
Cofilin,47
Coronin,0
Cortactin,22
Dia1,41
Dia2,88
Ena_Vasp,100
IRSp53,51
LIMK,0
PAK,100
PIP2,51
PKD,78
Profilin,68
ROCK,78
ROCK_,78
Rac1,22
RhoA,78
SSH,10
Thymosin,42
WASP,58
WAVE,22
