,"activity, %"
ARHGAP22,83
Actin_BR,36
Actin_ST,41
Arp2_3,36
CP,66
Cdc42,49
Cofilin,26
Coronin,14
Cortactin,11
Dia1,32
Dia2,94
Ena_Vasp,0
IRSp53_Cdc42,49
IRSp53_Rac1,12
LIMK,86
NET1,48
PAK,52
PIP2,50
PKD,83
Profilin,63
ROCK,83
ROS,12
Rac1,12
RhoA,90
SSH,14
Thymosin,42
WASP,56
WAVE,0
