,"activity, %"
ARHGAP22,0
Actin_BR,27
Actin_ST,51
Arp2_3,27
CP,14
Cdc42,0
Cofilin,57
Coronin,69
Cortactin,27
Dia1,0
Dia2,0
Ena_Vasp,65
IRSp53_Cdc42,0
IRSp53_Rac1,27
LIMK,0
NET1,0
PAK,27
PIP2,49
PKD,0
Profilin,65
ROCK,0
ROS,27
Rac1,27
RhoA,0
SSH,69
Thymosin,24
WASP,65
WAVE,47
