,"activity, %"
Actin_BR,77
Actin_ST,75
Arp2_3,77
CP,50
Cdc42,52
Cofilin,35
Coronin,21
Cortactin,30
Dia1,34
Dia2,87
Ena_Vasp,100
IRSp53,59
LIMK,79
PAK,99
PIP2,50
PKD,70
Profilin,79
ROCK,70
ROCK_,70
Rac1,30
RhoA,71
SSH,21
Thymosin,0
WASP,79
WAVE,0
