,"activity, %"
ARHGAP22,0
Actin_BR,50
Actin_ST,70
Arp2_3,50
CP,52
Cdc42,0
Cofilin,76
Coronin,92
Cortactin,50
Dia1,7
Dia2,75
Ena_Vasp,79
IRSp53_Cdc42,0
IRSp53_Rac1,50
LIMK,0
NET1,50
PAK,50
PIP2,51
PKD,0
Profilin,82
ROCK,0
ROS,50
Rac1,50
RhoA,24
SSH,92
Thymosin,11
WASP,79
WAVE,76
