,"activity, %"
ARHGAP22,19
Actin_BR,63
Actin_ST,19
Arp2_3,63
CP,63
Cdc42,48
Cofilin,60
Coronin,62
Cortactin,63
Dia1,21
Dia2,69
Ena_Vasp,0
IRSp53_Cdc42,48
IRSp53_Rac1,63
LIMK,35
NET1,34
PAK,66
PIP2,49
PKD,19
Profilin,88
ROCK,19
ROS,63
Rac1,63
RhoA,21
SSH,62
Thymosin,25
WASP,72
WAVE,76
