,"activity, %"
Actin_BR,49
Actin_ST,58
Arp2_3,49
CP,51
Cdc42,49
Cofilin,75
Coronin,75
Cortactin,0
Dia1,5
Dia2,54
Ena_Vasp,89
IRSp53,69
LIMK,17
PAK,80
PIP2,49
PKD,11
Profilin,75
ROCK,11
Rac1,47
RhoA,14
SSH,75
Thymosin,19
WASP,76
WAVE,47
