,"activity, %"
ARHGAP22,29
Actin_BR,10
Actin_ST,0
Arp2_3,10
CP,52
Cdc42,49
Cofilin,17
Coronin,37
Cortactin,12
Dia1,14
Dia2,44
Ena_Vasp,78
IRSp53_Cdc42,49
IRSp53_Rac1,12
LIMK,61
NET1,42
PAK,58
PIP2,50
PKD,29
Profilin,0
ROCK,29
ROS,12
Rac1,12
RhoA,35
SSH,37
Thymosin,83
WASP,0
WAVE,0
