,"activity, %"
Actin_BR,80
Actin_ST,18
Arp2_3,80
CP,47
Cdc42,50
Cofilin,7
Coronin,17
Cortactin,94
Dia1,40
Dia2,87
Ena_Vasp,99
IRSp53,55
LIMK,83
PAK,99
PIP2,53
PKD,72
Profilin,20
ROCK,72
ROCK_,72
Rac1,26
RhoA,75
SSH,17
Thymosin,93
WASP,0
WAVE,26
