,"activity, %"
ARHGAP22,20
Actin_BR,63
Actin_ST,19
Arp2_3,63
CP,63
Cdc42,51
Cofilin,3
Coronin,0
Cortactin,63
Dia1,20
Dia2,72
Ena_Vasp,0
IRSp53_Cdc42,51
IRSp53_Rac1,63
LIMK,95
NET1,33
PAK,67
PIP2,51
PKD,20
Profilin,87
ROCK,20
ROS,63
Rac1,63
RhoA,20
SSH,0
Thymosin,42
WASP,56
WAVE,76
