,"activity, %"
ARHGAP22,47
Actin_BR,26
Actin_ST,36
Arp2_3,26
CP,48
Cdc42,49
Cofilin,25
Coronin,14
Cortactin,0
Dia1,25
Dia2,51
Ena_Vasp,97
IRSp53_Cdc42,49
IRSp53_Rac1,0
LIMK,86
NET1,51
PAK,49
PIP2,52
PKD,47
Profilin,51
ROCK,47
ROS,0
Rac1,0
RhoA,51
SSH,14
Thymosin,47
WASP,51
WAVE,0
