,"activity, %"
ARHGAP22,0
Actin_BR,79
Actin_ST,80
Arp2_3,79
CP,60
Cdc42,48
Cofilin,4
Coronin,0
Cortactin,79
Dia1,4
Dia2,100
Ena_Vasp,74
IRSp53_Cdc42,48
IRSp53_Rac1,79
LIMK,80
NET1,20
PAK,80
PIP2,49
PKD,0
Profilin,82
ROCK,0
ROS,79
Rac1,79
RhoA,30
SSH,0
Thymosin,39
WASP,58
WAVE,87
