,"activity, %"
ARHGAP22,29
Actin_BR,34
Actin_ST,43
Arp2_3,34
CP,51
Cdc42,50
Cofilin,0
Coronin,59
Cortactin,34
Dia1,12
Dia2,67
Ena_Vasp,90
IRSp53_Cdc42,50
IRSp53_Rac1,34
LIMK,39
NET1,42
PAK,58
PIP2,50
PKD,29
Profilin,44
ROCK,29
ROS,34
Rac1,34
RhoA,35
SSH,59
Thymosin,51
WASP,49
WAVE,0
