,"activity, %"
ARHGAP22,24
Actin_BR,62
Actin_ST,64
Arp2_3,62
CP,100
Cdc42,52
Cofilin,67
Coronin,65
Cortactin,62
Dia1,0
Dia2,88
Ena_Vasp,90
IRSp53_Cdc42,0
IRSp53_Rac1,62
LIMK,35
NET1,36
PAK,64
PIP2,0
PKD,24
Profilin,72
ROCK,24
ROS,62
Rac1,62
RhoA,26
SSH,65
Thymosin,28
WASP,67
WAVE,71
