,"activity, %"
Actin_BR,43
Actin_ST,60
Arp2_3,43
CP,47
Cdc42,47
Cofilin,81
Coronin,85
Cortactin,0
Dia1,0
Dia2,43
Ena_Vasp,82
IRSp53,62
LIMK,3
PAK,62
PIP2,53
PKD,0
Profilin,75
ROCK,0
ROCK_,0
Rac1,43
RhoA,0
SSH,85
Thymosin,16
WASP,78
WAVE,43
