,"activity, %"
Actin_BR,37
Actin_ST,63
Arp2_3,37
CP,50
Cdc42,47
Cofilin,23
Coronin,7
Cortactin,0
Dia1,50
Dia2,100
Ena_Vasp,97
IRSp53,0
LIMK,93
PAK,96
PIP2,50
PKD,93
Profilin,63
ROCK,93
ROCK_,93
Rac1,0
RhoA,100
SSH,7
Thymosin,46
WASP,52
WAVE,0
