,"activity, %"
ARHGAP22,81
Actin_BR,0
Actin_ST,95
Arp2_3,0
CP,0
Cdc42,52
Cofilin,5
Coronin,8
Cortactin,14
Dia1,85
Dia2,98
Ena_Vasp,0
IRSp53_Cdc42,52
IRSp53_Rac1,15
LIMK,91
NET1,45
PAK,54
PIP2,47
PKD,81
Profilin,96
ROCK,81
ROS,15
Rac1,15
RhoA,85
SSH,8
Thymosin,47
WASP,51
WAVE,26
